shoe_id,cards_remaining,dealer_up,initial_hand,dealer_final,dealer_final_value,player_final,player_final_value,actions_taken,run_count,true_count,win
818668,387,11,"[4, 4]","[11, 10]",BJ,"[[4, 4]]",[8],[['N']],6,0,-1
818668,383,2,"[10, 7]","[2, 11, 3, 8, 8]",22,"[[10, 7]]",[17],[['S']],6,0,1
818668,376,10,"[3, 10]","[10, 11]",BJ,"[[3, 10]]",[13],[[]],6,0,-1
818668,372,11,"[6, 9]","[11, 4, 11, 9, 8]",23,"[[6, 9]]",[15],"[['N', 'R']]",4,0,-0.5
818668,365,10,"[8, 3]","[10, 2, 2, 4]",18,"[[8, 3, 11]]",[12],[['D']],4,0,-2
818668,358,10,"[10, 10]","[10, 10]",20,"[[10, 10]]",[20],[['S']],6,0,0
818668,354,3,"[10, 8]","[3, 10, 10]",23,"[[10, 8]]",[18],[['S']],2,0,1
818668,349,3,"[3, 10]","[3, 5, 7, 9]",24,"[[3, 10]]",[13],[['S']],0,0,1
818668,343,5,"[5, 2]","[5, 10, 10]",25,"[[5, 2, 2, 4]]",[13],"[['H', 'H', 'S']]",2,0,1
818668,336,6,"[3, 10]","[6, 7, 6]",19,"[[3, 10]]",[13],[['S']],5,0,-1
818668,331,5,"[10, 3]","[5, 10, 4]",19,"[[10, 3]]",[13],[['S']],7,1,-1
818668,326,11,"[6, 7]","[11, 9]",20,"[[6, 7, 2, 4]]",[19],"[['N', 'H', 'H', 'S']]",8,1,-1
818668,320,10,"[10, 3]","[10, 5, 4]",19,"[[10, 3, 10]]",[23],[['H']],10,1,-1
818668,314,4,"[11, 6]","[4, 2, 7, 3, 8]",24,"[[11, 6, 3]]",[20],[['D']],10,1,2
818668,306,10,"[10, 5]","[10, 8]",18,"[[10, 5]]",[15],[['R']],14,2,-0.5
818668,302,4,"[9, 4]","[4, 10, 10]",24,"[[9, 4]]",[13],[['S']],13,2,1
818668,297,3,"[2, 3]","[3, 10, 5]",18,"[[2, 3, 4, 7]]",[16],"[['H', 'H', 'S']]",13,2,-1
818668,290,10,"[10, 3]","[10, 6, 5]",21,"[[10, 3, 5]]",[18],"[['H', 'S']]",17,3,-1
818668,284,8,"[10, 10]","[8, 3, 10]",21,"[[10, 10]]",[20],[['S']],19,3,-1
818668,279,11,"[7, 10]","[11, 2, 8]",21,"[[7, 10]]",[17],"[['N', 'R']]",17,3,-0.5
818668,274,9,"[10, 6]","[9, 10]",19,"[[10, 6]]",[16],[['R']],16,3,-0.5
818668,270,10,"[2, 2]","[10, 4, 6]",20,"[[2, 2, 8, 5]]",[17],"[['H', 'H', 'S']]",15,2,-1
818668,263,7,"[3, 9]","[7, 10]",17,"[[3, 9, 3, 7]]",[22],"[['H', 'H']]",19,3,-1
818668,257,10,"[10, 5]","[10, 2, 6]",18,"[[10, 5]]",[15],[['R']],20,4,-0.5
818668,252,7,"[2, 10]","[7, 10]",17,"[[2, 10, 7]]",[19],"[['H', 'S']]",21,4,1
818668,247,6,"[2, 10]","[6, 8, 10]",24,"[[2, 10]]",[12],[['S']],20,4,1
818668,242,10,"[6, 10]","[10, 5, 4]",19,"[[6, 10]]",[16],[['R']],20,4,-0.5
818668,237,11,"[11, 3]","[11, 10]",BJ,"[[11, 3]]",[14],[['N']],21,4,-1
818668,233,10,"[2, 10]","[10, 11]",BJ,"[[2, 10]]",[12],[[]],19,4,-1
818668,229,2,"[2, 2]","[2, 8, 10]",20,"[[2, 5, 6], [2, 7, 3, 9]]","[13, 21]","[['P', 'H', 'S'], ['H', 'H', 'S']]",17,3,0
818668,219,7,"[11, 10]","[7, 11]",18,"[[11, 10]]",['BJ'],[['S']],22,5,1.5
818668,215,4,"[5, 7]","[4, 10, 3]",17,"[[5, 7]]",[12],[['S']],19,4,-1
818668,210,2,"[10, 4]","[2, 2, 4, 10]",18,"[[10, 4]]",[14],[['S']],21,5,-1
818668,204,10,"[5, 10]","[10, 4, 9]",23,"[[5, 10]]",[15],[['R']],23,5,-0.5
818668,199,8,"[9, 10]","[8, 10]",18,"[[9, 10]]",[19],[['S']],23,6,1
818668,195,10,"[6, 6]","[10, 11]",BJ,"[[6, 6]]",[12],[[]],21,5,-1
818668,191,7,"[10, 10]","[7, 5, 4, 11]",17,"[[10, 10]]",[20],[['S']],21,5,1
818668,185,9,"[10, 7]","[9, 10]",19,"[[10, 7]]",[17],[['S']],20,5,-1
818668,181,6,"[10, 10]","[6, 6, 10]",22,"[[10, 10]]",[20],[['S']],18,5,1
818668,176,10,"[10, 10]","[10, 2, 3, 7]",22,"[[10, 10]]",[20],[['S']],17,5,1
818668,170,10,"[10, 11]","[10, 9]",19,"[[10, 11]]",['BJ'],[['S']],16,4,1.5
818668,166,9,"[6, 6]","[9, 6, 9]",24,"[[6, 6, 10]]",[22],[['H']],13,4,-1
818668,160,8,"[3, 11]","[8, 10]",18,"[[3, 11, 10, 4]]",[18],"[['H', 'H', 'S']]",15,4,0
818668,154,5,"[10, 9]","[5, 7, 10]",22,"[[10, 9]]",[19],[['S']],14,4,1
818668,149,2,"[5, 7]","[2, 10, 11, 11, 6]",20,"[[5, 7, 9]]",[21],"[['H', 'S']]",13,4,1
818668,141,3,"[4, 5]","[3, 5, 8, 7]",23,"[[4, 5, 10]]",[19],[['D']],13,4,2
818668,134,5,"[8, 10]","[5, 10, 10]",25,"[[8, 10]]",[18],[['S']],16,6,1
818668,129,2,"[2, 8]","[2, 10, 2, 10]",24,"[[2, 8, 4]]",[14],[['D']],14,5,2
818668,122,10,"[8, 3]","[10, 10]",20,"[[8, 3, 7]]",[18],[['D']],16,6,-2
818668,117,10,"[10, 8]","[10, 8]",18,"[[10, 8]]",[18],[['S']],15,6,0
818668,113,5,"[11, 4]","[5, 10, 2]",17,"[[11, 4, 11]]",[16],[['D']],13,5,-2
818668,107,4,"[7, 4]","[4, 2, 9, 10]",25,"[[7, 4, 4]]",[15],[['D']],13,6,2
818668,100,7,"[9, 10]","[7, 3, 7]",17,"[[9, 10]]",[19],[['S']],16,8,1
818668,95,8,"[7, 8]","[8, 11]",19,"[[7, 8, 11, 3]]",[19],"[['H', 'H', 'S']]",16,8,0
818668,89,5,"[10, 10]","[5, 6, 5, 10]",26,"[[10, 10]]",[20],[['S']],15,8,1
818668,83,8,"[3, 10]","[8, 5, 10]",23,"[[3, 10, 7]]",[20],"[['H', 'S']]",15,9,1
818669,416,6,"[6, 11]","[6, 9, 5]",20,"[[6, 11, 10]]",[17],[['D']],1,0,-2
818669,410,10,"[11, 10]","[10, 10]",20,"[[11, 10]]",['BJ'],[['S']],2,0,1.5
818669,406,5,"[2, 6]","[5, 10, 11, 8]",24,"[[2, 6, 10]]",[18],"[['H', 'S']]",-2,0,1
818669,399,4,"[6, 9]","[4, 2, 6, 10]",22,"[[6, 9]]",[15],[['S']],-2,0,1
818669,393,8,"[9, 7]","[8, 10]",18,"[[9, 7, 7]]",[23],[['H']],1,0,-1
818669,388,7,"[3, 11]","[7, 10]",17,"[[3, 11, 5]]",[19],"[['H', 'S']]",0,0,1
818669,383,4,"[9, 2]","[4, 5, 3, 7]",19,"[[9, 2, 10]]",[21],[['D']],0,0,2
818669,376,10,"[4, 11]","[10, 2, 3, 2]",17,"[[4, 11, 2, 10]]",[17],"[['H', 'H', 'S']]",3,0,0
818669,368,10,"[7, 3]","[10, 2, 3, 4]",19,"[[7, 3, 9]]",[19],"[['H', 'S']]",5,0,0
818669,361,2,"[10, 10]","[2, 11, 7]",20,"[[10, 10]]",[20],[['S']],8,1,0
818669,356,4,"[10, 10]","[4, 9, 5]",18,"[[10, 10]]",[20],[['S']],6,0,1
818669,351,10,"[10, 6]","[10, 10]",20,"[[10, 6]]",[16],[['R']],6,0,-0.5
818669,347,4,"[11, 5]","[4, 4, 10]",18,"[[11, 5, 10]]",[16],[['D']],4,0,-2
818669,341,10,"[10, 10]","[10, 4, 9]",23,"[[10, 10]]",[20],[['S']],4,0,1
818669,336,10,"[9, 10]","[10, 10]",20,"[[9, 10]]",[19],[['S']],2,0,-1
818669,332,10,"[9, 3]","[10, 11]",BJ,"[[9, 3]]",[12],[[]],-1,0,-1
818669,328,3,"[11, 10]","[3, 10, 9]",22,"[[11, 10]]",['BJ'],[['S']],-2,0,1.5
818669,323,5,"[6, 10]","[5, 6, 7]",18,"[[6, 10]]",[16],[['S']],-4,0,-1
818669,318,2,"[8, 2]","[2, 10, 10]",22,"[[8, 2, 10]]",[20],[['D']],-2,0,2
818669,312,9,"[11, 8]","[9, 10]",19,"[[11, 8]]",[19],[['S']],-3,0,0
818669,308,10,"[9, 10]","[10, 2, 6]",18,"[[9, 10]]",[19],[['S']],-5,0,1
818669,303,7,"[5, 10]","[7, 3, 5, 4]",19,"[[5, 10, 11, 5]]",[21],"[['H', 'H', 'S']]",-5,0,1
818669,295,5,"[9, 2]","[5, 7, 11, 5]",18,"[[9, 2, 8]]",[19],[['D']],-2,0,2
818669,288,7,"[10, 9]","[7, 7, 7]",21,"[[10, 9]]",[19],[['S']],0,0,-1
818669,283,6,"[8, 11]","[6, 7, 2, 3]",18,"[[8, 11, 10]]",[19],[['D']],-1,0,2
818669,276,7,"[2, 5]","[7, 10]",17,"[[2, 5, 5, 10]]",[22],"[['H', 'H']]",0,0,-1
818669,270,10,"[4, 2]","[10, 9]",19,"[[4, 2, 10, 5]]",[21],"[['H', 'H', 'S']]",1,0,1
818669,264,6,"[8, 4]","[6, 10, 9]",25,"[[8, 4]]",[12],[['S']],2,0,1
818669,259,10,"[10, 11]","[10, 7]",17,"[[10, 11]]",['BJ'],[['S']],3,0,1.5
818669,255,3,"[3, 11]","[3, 8, 6]",17,"[[3, 11, 10]]",[14],"[['H', 'S']]",0,0,-1
818669,249,8,"[6, 10]","[8, 3, 7]",18,"[[6, 10, 8]]",[24],[['H']],1,0,-1
818669,243,10,"[9, 4]","[10, 2, 3, 7]",22,"[[9, 4, 10]]",[23],[['H']],2,0,-1
818669,236,10,"[3, 6]","[10, 7]",17,"[[3, 6, 7, 3]]",[19],"[['H', 'H', 'S']]",3,0,1
818669,230,9,"[10, 9]","[9, 10]",19,"[[10, 9]]",[19],[['S']],5,1,0
818669,226,4,"[10, 10]","[4, 10, 10]",24,"[[10, 10]]",[20],[['S']],3,0,1
818669,221,10,"[4, 10]","[10, 5, 5]",20,"[[4, 10, 7]]",[21],"[['H', 'S']]",0,0,1
818669,215,10,"[3, 11]","[10, 11]",BJ,"[[3, 11]]",[14],[[]],1,0,-1
818669,211,10,"[3, 10]","[10, 10]",20,"[[3, 10, 10]]",[23],[['H']],-1,0,-1
818669,206,3,"[2, 3]","[3, 8, 10]",21,"[[2, 3, 4, 10]]",[19],"[['H', 'H', 'S']]",-4,-1,-1
818669,199,10,"[5, 5]","[10, 5, 5]",20,"[[5, 5, 4, 4]]",[18],"[['H', 'H', 'S']]",-2,0,-1
818669,192,10,"[10, 10]","[10, 11]",BJ,"[[10, 10]]",[20],[[]],3,0,-1
818669,188,8,"[10, 4]","[8, 10]",18,"[[10, 4, 4]]",[18],"[['H', 'S']]",-1,0,0
818669,183,10,"[10, 3]","[10, 2, 6]",18,"[[10, 3, 3, 9]]",[25],"[['H', 'H']]",-1,0,-1
818669,176,9,"[2, 4]","[9, 8]",17,"[[2, 4, 7, 10]]",[23],"[['H', 'H']]",1,0,-1
818669,170,3,"[7, 2]","[3, 8, 10]",21,"[[7, 2, 10]]",[19],[['D']],2,0,-2
818669,164,10,"[3, 8]","[10, 6, 8]",24,"[[3, 8, 5]]",[16],[['D']],2,0,2
818669,158,4,"[8, 4]","[4, 10, 9]",23,"[[8, 4]]",[12],[['S']],4,1,1
818669,153,7,"[10, 4]","[7, 10]",17,"[[10, 4, 4]]",[18],"[['H', 'S']]",5,1,1
818669,148,9,"[6, 3]","[9, 4, 2, 11, 8]",24,"[[6, 3, 3, 7]]",[19],"[['H', 'H', 'S']]",5,1,1
818669,139,10,"[10, 10]","[10, 6, 10]",26,"[[10, 10]]",[20],[['S']],9,3,1
818669,134,10,"[2, 10]","[10, 5, 6]",21,"[[2, 10, 10]]",[22],[['H']],6,2,-1
818669,128,8,"[5, 2]","[8, 10]",18,"[[5, 2, 10]]",[17],"[['H', 'S']]",6,2,-1
818669,123,8,"[5, 8]","[8, 2, 11]",21,"[[5, 8, 4]]",[17],"[['H', 'S']]",6,2,-1
818669,117,3,"[10, 2]","[3, 10, 10]",23,"[[10, 2, 5]]",[17],"[['H', 'S']]",8,3,1
818669,111,2,"[10, 10]","[2, 5, 11]",18,"[[10, 10]]",[20],[['S']],8,3,1
818669,106,5,"[6, 8]","[5, 11, 6, 9]",21,"[[6, 8]]",[14],[['S']],7,3,-1
818669,100,11,"[10, 10]","[11, 7]",18,"[[10, 10]]",[20],"[['N', 'S']]",9,4,1
818669,96,8,"[5, 2]","[8, 9]",17,"[[5, 2, 4, 6]]",[17],"[['H', 'H', 'S']]",6,3,0
818669,90,10,"[10, 7]","[10, 11]",BJ,"[[10, 7]]",[17],[[]],10,5,-1
818669,86,6,"[7, 8]","[6, 10, 10]",26,"[[7, 8]]",[15],[['S']],7,4,1
818669,81,7,"[6, 9]","[7, 11]",18,"[[6, 9, 9]]",[24],[['H']],6,3,-1
818670,416,8,"[2, 6]","[8, 10]",18,"[[2, 6, 8, 5]]",[21],"[['H', 'H', 'S']]",-1,0,1
818670,410,10,"[9, 8]","[10, 3, 6]",19,"[[9, 8]]",[17],[['S']],1,0,-1
818670,405,9,"[8, 10]","[9, 3, 10]",22,"[[8, 10]]",[18],[['S']],2,0,1
818670,400,8,"[3, 6]","[8, 2, 2, 11, 7]",20,"[[3, 6, 5, 10]]",[24],"[['H', 'H']]",1,0,-1
818670,391,7,"[2, 11]","[7, 10]",17,"[[2, 11, 9, 11, 7]]",[20],"[['H', 'H', 'H', 'S']]",4,0,1
818670,384,10,"[11, 10]","[10, 10]",20,"[[11, 10]]",['BJ'],[['S']],2,0,1.5
818670,380,5,"[9, 9]","[5, 3, 8, 3]",19,"[[9, 10], [9, 11]]","[19, 20]","[['P', 'S'], ['S']]",-2,0,1
818670,372,4,"[9, 8]","[4, 6, 8]",18,"[[9, 8]]",[17],[['S']],-1,0,-1
818670,367,10,"[5, 7]","[10, 10]",20,"[[5, 7, 10]]",[22],[['H']],1,0,-1
818670,362,10,"[10, 3]","[10, 11]",BJ,"[[10, 3]]",[13],[[]],-1,0,-1
818670,358,8,"[9, 7]","[8, 7, 2]",17,"[[9, 7, 8]]",[24],[['H']],-3,0,-1
818670,352,10,"[10, 4]","[10, 10]",20,"[[10, 4, 7]]",[21],"[['H', 'S']]",-2,0,1
818670,347,3,"[2, 11]","[3, 10, 7]",20,"[[2, 11, 3, 8]]",[14],"[['H', 'H', 'S']]",-4,0,-1
818670,340,3,"[10, 2]","[3, 3, 6, 8]",20,"[[10, 2, 10]]",[22],[['H']],-3,0,-1
818670,333,8,"[11, 4]","[8, 4, 8]",20,"[[11, 4, 5]]",[20],"[['H', 'S']]",-1,0,0
818670,327,6,"[6, 7]","[6, 2, 7, 6]",21,"[[6, 7]]",[13],[['S']],1,0,-1
818670,321,7,"[3, 6]","[7, 8, 10]",25,"[[3, 6, 9]]",[18],"[['H', 'S']]",5,0,1
818670,315,10,"[4, 11]","[10, 4, 4]",18,"[[4, 11, 9, 10]]",[24],"[['H', 'H']]",6,0,-1
818670,308,10,"[7, 11]","[10, 3, 10]",23,"[[7, 11, 10]]",[18],"[['H', 'S']]",6,1,1
818670,302,10,"[4, 10]","[10, 4, 11, 10]",25,"[[4, 10, 10]]",[24],[['H']],3,0,-1
818670,295,11,"[10, 10]","[11, 2, 3, 6, 5]",17,"[[10, 10]]",[20],"[['N', 'S']]",0,0,1
818670,288,3,"[6, 6]","[3, 2, 10, 5]",20,"[[6, 8], [6, 4, 7]]","[14, 17]","[['P', 'S'], ['D']]",1,0,-3
818670,279,2,"[10, 11]","[2, 3, 10, 5]",20,"[[10, 11]]",['BJ'],[['S']],6,1,1.5
818670,273,10,"[10, 10]","[10, 10]",20,"[[10, 10]]",[20],[['S']],6,1,0
818670,269,4,"[8, 9]","[4, 10, 9]",23,"[[8, 9]]",[17],[['S']],2,0,1
818670,264,10,"[4, 10]","[10, 6, 5]",21,"[[4, 10, 10]]",[24],[['H']],2,0,-1
818670,258,8,"[2, 3]","[8, 9]",17,"[[2, 3, 11, 8, 8]]",[22],"[['H', 'H', 'H']]",2,0,-1
818670,251,10,"[3, 2]","[10, 10]",20,"[[3, 2, 4, 8]]",[17],"[['H', 'H', 'S']]",3,0,-1
818670,245,9,"[10, 3]","[9, 10]",19,"[[10, 3, 2, 11, 7]]",[23],"[['H', 'H', 'H']]",4,0,-1
818670,238,5,"[7, 2]","[5, 7, 10]",22,"[[7, 2, 10]]",[19],[['D']],3,0,2
818670,232,10,"[10, 2]","[10, 8]",18,"[[10, 2, 11, 5]]",[18],"[['H', 'H', 'S']]",3,0,0
818670,226,5,"[2, 4]","[5, 11, 10, 4]",20,"[[2, 4, 10]]",[16],"[['H', 'S']]",2,0,-1
818670,219,9,"[5, 5]","[9, 6, 8]",23,"[[5, 5, 10]]",[20],[['D']],3,0,2
818670,213,4,"[4, 2]","[4, 10, 10]",24,"[[4, 2, 4, 10]]",[20],"[['H', 'H', 'S']]",5,1,1
818670,206,8,"[10, 9]","[8, 10]",18,"[[10, 9]]",[19],[['S']],6,1,1
818670,202,10,"[7, 10]","[10, 10]",20,"[[7, 10]]",[17],[['S']],4,1,-1
818670,198,3,"[10, 11]","[3, 11, 9, 3, 10]",26,"[[10, 11]]",['BJ'],[['S']],1,0,1.5
818670,191,6,"[5, 5]","[6, 10, 4]",20,"[[5, 5, 11]]",[21],[['D']],-1,0,2
818670,185,10,"[10, 3]","[10, 10]",20,"[[10, 3, 6]]",[19],"[['H', 'S']]",1,0,-1
818670,180,10,"[10, 2]","[10, 9]",19,"[[10, 2, 6]]",[18],"[['H', 'S']]",0,0,-1
818670,175,11,"[10, 5]","[11, 9]",20,"[[10, 5]]",[15],"[['N', 'R']]",0,0,-0.5
818670,171,2,"[3, 6]","[2, 6, 7, 3]",18,"[[3, 6, 3, 3]]",[15],"[['H', 'H', 'S']]",-1,0,-1
818670,163,2,"[2, 5]","[2, 10, 10]",22,"[[2, 5, 4, 8]]",[19],"[['H', 'H', 'S']]",6,1,1
818670,156,10,"[11, 10]","[10, 6, 10]",26,"[[11, 10]]",['BJ'],[['S']],8,2,1.5
818670,151,9,"[4, 7]","[9, 8]",17,"[[4, 7, 5]]",[16],[['D']],5,1,-2
818670,146,9,"[10, 8]","[9, 7, 10]",26,"[[10, 8]]",[18],[['S']],7,2,1
818670,141,4,"[10, 10]","[4, 4, 5, 5]",18,"[[10, 10]]",[20],[['S']],5,1,1
818670,135,10,"[3, 6]","[10, 11]",BJ,"[[3, 6]]",[9],[[]],7,2,-1
818670,131,2,"[6, 5]","[2, 2, 10, 10]",24,"[[6, 5, 8]]",[19],[['D']],7,2,2
818670,124,10,"[10, 5]","[10, 10]",20,"[[10, 5]]",[15],[['R']],9,3,-0.5
818670,120,10,"[10, 10]","[10, 7]",17,"[[10, 10]]",[20],[['S']],7,3,1
818670,116,10,"[10, 2]","[10, 4, 8]",22,"[[10, 2, 10]]",[22],[['H']],4,1,-1
818670,110,6,"[2, 10]","[6, 6, 9]",21,"[[2, 10]]",[12],[['S']],3,1,-1
818670,105,5,"[7, 4]","[5, 5, 10]",20,"[[7, 4, 5]]",[16],[['D']],5,2,-2
818670,99,6,"[10, 3]","[6, 10, 2]",18,"[[10, 3]]",[13],[['S']],8,4,-1
818670,94,7,"[10, 9]","[7, 10]",17,"[[10, 9]]",[19],[['S']],9,4,1
818670,90,2,"[9, 4]","[2, 6, 9]",17,"[[9, 4]]",[13],[['S']],7,4,-1
818670,85,5,"[11, 7]","[5, 7, 6]",18,"[[11, 7, 10]]",[18],[['D']],10,6,0
818670,79,11,"[10, 10]","[11, 10]",BJ,"[[10, 10]]",[20],[['N']],10,6,-1
818671,416,11,"[9, 10]","[11, 7]",18,"[[9, 10]]",[19],"[['N', 'S']]",-5,0,1
818671,412,5,"[10, 2]","[5, 8, 4]",17,"[[10, 2]]",[12],[['S']],-7,0,-1
818671,407,9,"[11, 10]","[9, 10]",19,"[[11, 10]]",['BJ'],[['S']],-5,0,1.5
818671,403,11,"[7, 3]","[11, 5, 10, 2]",18,"[[7, 3, 10]]",[20],"[['N', 'H', 'S']]",-8,-1,1
818671,396,10,"[10, 4]","[10, 6, 9]",25,"[[10, 4, 8]]",[22],[['H']],-8,-1,-1
818671,390,6,"[8, 6]","[6, 2, 7, 5]",20,"[[8, 6]]",[14],[['S']],-8,-1,-1
818671,384,10,"[3, 11]","[10, 10]",20,"[[3, 11, 3, 10]]",[17],"[['H', 'H', 'S']]",-4,0,-1
818671,378,9,"[11, 5]","[9, 7, 10]",26,"[[11, 5, 6, 2, 9]]",[23],"[['H', 'H', 'H']]",-6,0,-1
818671,370,9,"[4, 7]","[9, 8]",17,"[[4, 7, 10]]",[21],[['D']],-5,0,2
818671,365,10,"[6, 4]","[10, 11]",BJ,"[[6, 4]]",[10],[[]],-5,0,-1
818671,361,11,"[6, 4]","[11, 11, 10, 11, 3, 10]",26,"[[6, 4, 5, 5]]",[20],"[['N', 'H', 'H', 'S']]",-5,0,1
818671,351,10,"[2, 10]","[10, 10]",20,"[[2, 10, 3, 10]]",[25],"[['H', 'H']]",-5,0,-1
818671,345,6,"[11, 7]","[6, 9, 9]",24,"[[11, 7, 2]]",[20],[['D']],-7,-1,2
818671,339,10,"[4, 9]","[10, 10]",20,"[[4, 9, 3, 3]]",[19],"[['H', 'H', 'S']]",-6,0,-1
818671,333,2,"[10, 7]","[2, 7, 11]",20,"[[10, 7]]",[17],[['S']],-5,0,-1
818671,328,10,"[10, 9]","[10, 10]",20,"[[10, 9]]",[19],[['S']],-6,0,-1
818671,324,9,"[3, 7]","[9, 2, 10]",21,"[[3, 7, 2]]",[12],[['D']],-9,-1,-2
818671,318,2,"[9, 10]","[2, 7, 5, 5]",19,"[[9, 10]]",[19],[['S']],-7,-1,0
818671,312,3,"[10, 2]","[3, 10, 10]",23,"[[10, 2, 4]]",[16],"[['H', 'S']]",-5,0,1
818671,306,10,"[8, 10]","[10, 10]",20,"[[8, 10]]",[18],[['S']],-5,0,-1
818671,302,8,"[9, 10]","[8, 10]",18,"[[9, 10]]",[19],[['S']],-8,-1,1
818671,298,9,"[10, 2]","[9, 3, 10]",22,"[[10, 2, 8]]",[20],"[['H', 'S']]",-10,-1,1
818671,292,11,"[4, 8]","[11, 10]",BJ,"[[4, 8]]",[12],[['N']],-10,-1,-1
818671,288,7,"[7, 10]","[7, 11]",18,"[[7, 10]]",[17],[['S']],-11,-1,-1
818671,284,10,"[2, 5]","[10, 10]",20,"[[2, 5, 10]]",[17],"[['H', 'S']]",-13,-2,-1
818671,279,6,"[11, 10]","[6, 5, 3, 11, 10]",25,"[[11, 10]]",['BJ'],[['S']],-14,-2,1.5
818671,272,10,"[3, 10]","[10, 7]",17,"[[3, 10, 5]]",[18],"[['H', 'S']]",-15,-2,1
818671,267,6,"[3, 2]","[6, 9, 8]",23,"[[3, 2, 6, 5]]",[16],"[['H', 'H', 'S']]",-15,-2,1
818671,260,5,"[9, 10]","[5, 9, 2, 10]",26,"[[9, 10]]",[19],[['S']],-10,-2,1
818671,254,2,"[10, 10]","[2, 3, 3, 7, 10]",25,"[[10, 10]]",[20],[['S']],-10,-2,1
818671,247,10,"[3, 3]","[10, 5, 10]",25,"[[3, 3, 3, 6, 11, 7]]",[23],"[['H', 'H', 'H', 'H']]",-10,-2,-1
818671,238,2,"[10, 10]","[2, 5, 4, 7]",18,"[[10, 10]]",[20],[['S']],-8,-1,1
818671,232,8,"[6, 9]","[8, 11]",19,"[[6, 9, 7]]",[22],[['H']],-7,-1,-1
818671,227,10,"[8, 10]","[10, 9]",19,"[[8, 10]]",[18],[['S']],-7,-1,-1
818671,223,11,"[8, 6]","[11, 10]",BJ,"[[8, 6]]",[14],[['N']],-9,-2,-1
818671,219,2,"[4, 11]","[2, 5, 11]",18,"[[4, 11, 10]]",[15],"[['H', 'S']]",-10,-2,-1
818671,213,9,"[11, 2]","[9, 2, 3, 4]",18,"[[11, 2, 10, 8]]",[21],"[['H', 'H', 'S']]",-10,-2,1
818671,205,9,"[7, 10]","[9, 5, 6]",20,"[[7, 10]]",[17],[['S']],-8,-2,-1
818671,200,9,"[4, 10]","[9, 6, 10]",25,"[[4, 10, 8]]",[22],[['H']],-7,-1,-1
818671,194,7,"[4, 6]","[7, 10]",17,"[[4, 6, 2]]",[12],[['D']],-7,-1,-2
818671,189,8,"[5, 10]","[8, 3, 10]",21,"[[5, 10, 10]]",[25],[['H']],-5,-1,-1
818671,183,11,"[9, 10]","[11, 5, 3]",19,"[[9, 10]]",[19],"[['N', 'S']]",-6,-1,0
818671,178,9,"[4, 8]","[9, 2, 10]",21,"[[4, 8, 5]]",[17],"[['H', 'S']]",-6,-1,-1
818671,172,11,"[6, 2]","[11, 5, 7, 11, 10]",24,"[[6, 2, 10]]",[18],"[['N', 'H', 'S']]",-4,-1,1
818671,164,10,"[8, 10]","[10, 11]",BJ,"[[8, 10]]",[18],[[]],-5,-1,-1
818671,160,6,"[8, 10]","[6, 7, 9]",22,"[[8, 10]]",[18],[['S']],-8,-2,1
818671,155,10,"[5, 8]","[10, 10]",20,"[[5, 8, 10]]",[23],[['H']],-8,-2,-1
818671,150,5,"[10, 7]","[5, 10, 3]",18,"[[10, 7]]",[17],[['S']],-10,-3,-1
818671,145,9,"[11, 8]","[9, 4, 10]",23,"[[11, 8]]",[19],[['S']],-10,-3,1
818671,140,10,"[10, 10]","[10, 6, 5]",21,"[[10, 10]]",[20],[['S']],-11,-4,-1
818671,135,10,"[10, 7]","[10, 8]",18,"[[10, 7]]",[17],[['S']],-12,-4,-1
818671,131,10,"[4, 4]","[10, 4, 10]",24,"[[4, 4, 10]]",[18],"[['H', 'S']]",-14,-5,1
818671,125,3,"[8, 9]","[3, 10, 10]",23,"[[8, 9]]",[17],[['S']],-14,-5,1
818671,120,10,"[10, 3]","[10, 8]",18,"[[10, 3, 10]]",[23],[['H']],-15,-6,-1
818671,115,10,"[10, 3]","[10, 6, 10]",26,"[[10, 3, 10]]",[23],[['H']],-17,-7,-1
818671,109,7,"[5, 3]","[7, 3, 10]",20,"[[5, 3, 5, 6]]",[19],"[['H', 'H', 'S']]",-19,-9,-1
818671,102,5,"[2, 7]","[5, 8, 9]",22,"[[2, 7, 11]]",[20],[['D']],-15,-7,2
818671,96,10,"[10, 7]","[10, 2, 3, 4]",19,"[[10, 7]]",[17],[['S']],-14,-7,-1
818671,90,9,"[4, 4]","[9, 9]",18,"[[4, 4, 6, 2, 4]]",[20],"[['H', 'H', 'H', 'S']]",-13,-7,1
818671,83,7,"[10, 10]","[7, 7, 10]",24,"[[10, 10]]",[20],[['S']],-8,-5,1
818672,416,10,"[4, 5]","[10, 7]",17,"[[4, 5, 9]]",[18],"[['H', 'S']]",-4,0,1
818672,411,8,"[3, 9]","[8, 10]",18,"[[3, 9, 6]]",[18],"[['H', 'S']]",-3,0,0
818672,406,5,"[10, 3]","[5, 10, 8]",23,"[[10, 3]]",[13],[['S']],-2,0,1
818672,401,8,"[9, 11]","[8, 10]",18,"[[9, 11]]",[20],[['S']],-2,0,1
818672,397,2,"[4, 10]","[2, 5, 5, 3, 10]",25,"[[4, 10]]",[14],[['S']],-4,0,1
818672,390,10,"[5, 4]","[10, 10]",20,"[[5, 4, 3, 8]]",[20],"[['H', 'H', 'S']]",-1,0,0
818672,384,3,"[3, 6]","[3, 10, 6]",19,"[[3, 6, 2]]",[11],[['D']],0,0,-2
